Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
498,Trendon Watford,PF,22,POR,59,9,18.9,2.7,4.9,0.556,0.4,1,0.373,2.3,3.9,0.603,0.594,1.1,1.6,0.717,0.7,3.1,3.8,2,0.5,0.2,1.1,1.9,6.9
499,Peyton Watson,SG,20,DEN,19,0,5.2,1,1.8,0.543,0.3,0.4,0.625,0.7,1.4,0.519,0.614,0,0.1,0,0.3,0.8,1.2,0.2,0,0.3,0.2,0.4,2.3
500,Blake Wesley,SG,19,SAS,33,1,17,1.8,5.6,0.315,0.5,1.4,0.348,1.3,4.2,0.304,0.359,0.8,1.3,0.619,0.3,1.7,2,2.5,0.6,0.1,1.7,1.8,4.8
501,Russell Westbrook,PG,34,TOT,70,21,29.1,5.8,13.5,0.432,1.2,3.9,0.302,4.7,9.6,0.486,0.476,2.8,4.3,0.657,1.1,4.7,5.8,7.6,1.1,0.5,3.5,2.3,15.7
501,Russell Westbrook,PG,34,LAL,52,3,28.7,5.8,14,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3,4.6,0.655,1.1,5,6.2,7.5,1,0.4,3.5,2.3,15.9
501,Russell Westbrook,PG,34,LAC,18,18,30.5,5.8,12.1,0.484,1.1,3.4,0.323,4.7,8.6,0.548,0.53,2.4,3.6,0.662,1.1,3.7,4.8,7.8,1.2,0.5,3.5,2.2,15.2
502,Coby White,SG,22,CHI,70,1,23.2,3.5,7.9,0.438,1.8,4.7,0.375,1.7,3.2,0.529,0.549,0.8,1,0.866,0.2,2.6,2.8,2.7,0.8,0.1,0.9,1.7,9.5
503,Derrick White,SG,28,BOS,78,66,28.3,4.2,9.2,0.461,1.8,4.7,0.384,2.4,4.4,0.543,0.56,2,2.3,0.877,0.6,2.9,3.5,3.9,0.7,0.9,1.1,2.2,12.3
504,Jack White,SF,25,DEN,16,0,3.2,0.4,1,0.438,0.2,0.5,0.375,0.3,0.5,0.5,0.531,0.1,0.2,0.667,0.2,0.4,0.6,0.2,0.1,0.1,0.1,0.5,1.2
505,Joe Wieskamp,SF,23,TOR,6,0,5.2,0.5,1.3,0.375,0.5,1.2,0.429,0,0.2,0,0.563,0,0,,0,0.5,0.5,0.2,0,0,0.2,0.3,1.5
506,Aaron Wiggins,SG,24,OKC,67,14,18.4,2.6,5.1,0.509,0.7,1.7,0.4,1.9,3.4,0.564,0.576,0.8,1,0.815,1,2,3,1.1,0.5,0.2,0.8,1.6,6.7
507,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1
508,Lindell Wigginton,PG,24,MIL,5,0,3.6,0.6,1.8,0.333,0,0.8,0,0.6,1,0.6,0.333,0.4,0.4,1,0,0.2,0.2,0.4,0,0,0.4,0.4,1.6
509,Alondes Williams,SG,23,BRK,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0
510,Grant Williams,PF,24,BOS,75,22,26.3,2.8,6.1,0.459,1.5,3.7,0.402,1.3,2.4,0.548,0.582,1.2,1.5,0.784,1.1,3.6,4.7,1.7,0.5,0.4,1,2.5,8.3
511,Jalen Williams,SG,21,OKC,73,60,30.3,5.5,10.5,0.523,1,2.7,0.354,4.6,7.8,0.582,0.569,2.1,2.6,0.809,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.6,14.1
512,Jaylin Williams,PF,20,OKC,47,34,18.6,2.1,4.7,0.437,0.9,2.2,0.4,1.2,2.5,0.47,0.532,0.8,1.1,0.712,0.8,4.1,4.9,1.5,0.6,0.3,0.7,2.3,5.8
513,Jeenathan Williams,SG,23,POR,1,0,13,3,6,0.5,1,1,1,2,5,0.4,0.583,0,0,,4,1,5,0,0,0,1,3,7
514,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8
515,Mark Williams,C,21,CHO,41,15,18.8,3.6,5.7,0.624,0,0,,3.6,5.7,0.624,0.624,1.5,2.2,0.685,2.2,4.7,6.9,0.4,0.6,1,0.9,2.1,8.6
516,Patrick Williams,PF,21,CHI,78,63,28.3,3.8,8.2,0.465,1.4,3.3,0.414,2.4,4.8,0.5,0.549,1.1,1.3,0.87,0.9,3,4,1.2,0.9,0.8,1.2,1.8,10.1
517,Robert Williams,C,25,BOS,33,18,23.2,3.6,4.9,0.745,0,0,0,3.6,4.8,0.75,0.745,0.7,1.2,0.632,3,5.3,8.3,1.4,0.6,1.3,0.9,1.9,8
518,Vince Williams Jr.,SG,22,MEM,12,0,4.4,0.3,1.3,0.267,0.2,0.9,0.182,0.2,0.3,0.5,0.333,0,0,,0.2,0.4,0.6,0.3,0.3,0.1,0.1,0.5,0.8
519,Ziaire Williams,SF,21,MEM,36,3,14.7,2.1,4.9,0.424,0.6,2.5,0.247,1.5,2.4,0.602,0.486,0.4,0.5,0.778,0.4,1.7,2.1,0.7,0.4,0.1,1,1.6,5.2
520,Zion Williamson,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26
521,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,,0,0,0,0.3,0.3,0,0.3,0,1.7
522,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8
523,James Wiseman,C,21,TOT,41,18,18.9,4.2,7.4,0.569,0.1,0.5,0.211,4.1,7,0.593,0.576,1.4,2,0.7,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,9.9
523,James Wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.628,0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9
523,James Wiseman,C,21,DET,20,18,25.7,5.7,10.5,0.543,0.2,0.9,0.176,5.6,9.7,0.575,0.55,1.5,2.1,0.714,2.4,6.2,8.5,0.7,0.2,0.9,1.6,3,13.1
524,Christian Wood,C,27,DAL,66,17,26,5.9,11.4,0.519,1.5,4.1,0.375,4.4,7.3,0.6,0.586,3.3,4.2,0.771,1.3,6.1,7.4,1.8,0.4,1,1.8,2.5,16.7
525,Delon Wright,PG,30,WAS,49,13,24.5,2.7,5.8,0.472,0.8,2.4,0.35,1.9,3.4,0.557,0.544,1,1.2,0.86,1.2,2.3,3.5,3.9,1.9,0.3,0.9,1.2,7.3
526,McKinley Wright IV,PG,24,DAL,25,1,11.3,1.4,3,0.473,0.3,0.9,0.318,1.1,2.1,0.538,0.52,0.4,0.6,0.688,0.3,1.3,1.6,2,0.3,0.2,0.7,0.8,3.5
527,Thaddeus Young,PF,34,TOR,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4
528,Trae Young,PG,24,ATL,71,71,34.6,8.3,19.2,0.429,2.1,6.3,0.338,6.1,12.9,0.474,0.485,7.6,8.5,0.886,0.8,2.2,3,9.9,1.1,0.1,4,1.4,26.2
529,Omer Yurtseven,C,24,MIA,6,0,6.2,0.8,1.5,0.556,0,0.2,0,0.8,1.3,0.625,0.556,0.3,0.5,0.667,0.7,0.8,1.5,0,0.2,0.2,0.2,1,2
530,Cody Zeller,C,30,MIA,13,1,14.1,2.1,3.6,0.574,0,0.2,0,2.1,3.5,0.6,0.574,1.6,2.3,0.7,1.8,2.5,4.2,0.5,0.2,0.3,0.8,2.2,5.8
531,Ivica Zubac,C,25,LAC,73,73,28.6,4.2,6.7,0.632,0,0,0,4.2,6.7,0.634,0.632,2.2,3.2,0.691,3.1,6.8,9.9,1,0.4,1.3,1.6,2.9,10.6
